

2.000065E+03      3.4160        3.6650E-02
1.499927E+03      3.4120        4.3610E-02
1.239840E+03      3.4090        4.8930E-02
1.200232E+03      3.4080        4.9900E-02
   1000.000       3.408000      4.9624000E-02
   988.5500       3.408000      5.0198998E-02
   977.2400       3.408000      5.0781000E-02
   966.0500       3.408000      5.1369000E-02
   954.9900       3.408100      5.1964000E-02
   944.0600       3.408100      5.2567001E-02
   933.2500       3.408100      5.3176001E-02
   922.5700       3.408100      5.3792000E-02
   912.0100       3.408100      5.4416001E-02
   901.5700       3.408100      5.5047002E-02
      500.000       3.0999999    0.0580000
      200.000       3.0999999     0.146000
      100.000       3.0999999     0.292000
      80.0000       3.0999999     0.366000
      75.0000       3.0999999     0.390000
      70.0000       3.0999999     0.418000
      65.0000       3.0979400     0.449979
      60.0000       3.0916300     0.500892
      55.0000       3.0812900     0.548553
      50.0000       3.0498800     0.628184
      45.0000       3.0310900     0.680491
      40.0000       3.0219800     0.769572
      38.0000       3.0169201     0.839224
      36.0000       2.9756899     0.909601
      34.0000       2.9562199     0.996759
      32.0000       2.8984499      1.10453
      30.0000       2.7885201      1.23395
      29.0000       2.7033999      1.29470
      28.0000       2.6069200      1.32236
      27.0000       2.4978099      1.34649
      26.0000       2.3962100      1.35215
      25.0000       2.2928700      1.34780
      24.0000       2.1823499      1.32251
      23.0000       2.0990400      1.27883
      22.0000       2.0254700      1.24423
      21.0000       1.9562100      1.23110
      20.0000       1.8490400      1.22626
      19.5000       1.7847400      1.21169
      19.0000       1.7079901      1.19249
      18.5000       1.6276900      1.16322
      18.0000       1.5314699      1.11580
      17.5000       1.4370199      1.03410
      17.0000       1.3564301     0.920307
      16.5000       1.3029400     0.781527
      16.0000       1.2907600     0.611700
      15.5000       1.3516001     0.457960
      15.0000       1.4525599     0.345071
      14.5000       1.5546401     0.304912
      14.0000       1.6286700     0.269157
      13.5000       1.7078100     0.224203
      13.0000       1.8439900     0.198182
      12.5000       2.0185299     0.259213
      12.0000       2.1459501     0.449014
      11.8000       2.1513901     0.555593
      11.6000       2.1199200     0.659036
      11.4000       2.0611601     0.754132
      11.2000       1.9845099     0.821378
      11.0000       1.9032000     0.873590
      10.8000       1.8098000     0.914062
      10.6000       1.6993600     0.936368
      10.4000       1.5907100     0.924853
      10.2000       1.4906900     0.900194
      10.0000       1.3857800     0.858723
      9.80000       1.2844599     0.788015
      9.60000       1.2048500     0.692721
      9.40000       1.1452100     0.578708
      9.20000       1.1179700     0.450726
      9.00000       1.1306601     0.322395
      8.80000       1.1781100     0.208844
      8.60000       1.2397900     0.130354
      8.40000       1.3105600    0.0689070
      8.20000       1.3773000    0.0292830
      8.00000       1.4322500    0.0180340
      7.50000       1.5245900    0.0117490
      7.00000       1.5817400    0.0102480
      6.50000       1.6279600   0.00948000
      6.00000       1.6605800   0.00953800
      5.50000       1.6904900   0.00960000
      5.00000       1.7132699   0.00892500
      4.50000       1.7350500   0.00861600
      4.00000       1.7473600   0.00911600
      3.50000       1.7572200    0.0102370
      3.00000       1.7697999    0.0118190
      2.80000       1.7736700    0.0124920
      2.60000       1.7774100    0.0139060
      2.40000       1.7799300    0.0164500
      2.20000       1.7845401    0.0228070
      2.00000       1.7860000    0.0314720
      1.90000       1.7849000    0.0363150
      1.80000       1.7835200    0.0413580
      1.70000       1.7808800    0.0473000
      1.60000       1.7774000    0.0537900
      1.50000       1.7725500    0.0606190
      1.40000       1.7656000    0.0673190
      1.30000       1.7564000    0.0727200
      1.20000       1.7448800    0.0753120
      1.10000       1.7340500    0.0739060
      1.00000       1.7260000    0.0686670
     0.900000       1.7242301    0.0624330
     0.800000       1.7280000    0.0589400
     0.750000       1.7320300    0.0593660
     0.700000       1.7367400    0.0615870
     0.650000       1.7433200    0.0660470
     0.600000       1.7500200    0.0733880
     0.550000       1.7581100    0.0844170
     0.500000       1.7680000     0.100800
     0.450000       1.7769001     0.125545
     0.420000       1.7816200     0.146043
     0.400000       1.7830000     0.162700
     0.380000       1.7823600     0.182206
     0.360000       1.7778800     0.203944
     0.340000       1.7695200     0.226834
     0.320000       1.7559800     0.248871
     0.300000       1.7393200     0.267913
     0.280000       1.7202700     0.284053
     0.260000       1.6993001     0.298033
     0.240000       1.6736600     0.306467
     0.220000       1.6462700     0.296752
     0.200000       1.6390001     0.252700
     0.100000       1.6390001     0.252700
